"Lab","SampleNumber","DateExamined","BoxTempNoOnReceipt","Retailer","OtherPremisesDetails","PostCode","Country","UseByDate","RemainingShelflifeDays","ProcessorApprovalNumber","SampleDetails","TemperatureAtCollection","SampleReceipt","ProductWeightGrams","CostOfChicken","TypeOfChicken","TypeOfChickenExtraDetails","TypeOfChickenExtraDetails2","PackagingAtmosphere","RoastInBag","LiquidInPack","NeckSkinWeightGrams","Test","Result","Units","SpeciesDetected"
"PO","PO1523960-01","2015-10-07","3.8","ASDA","","SO30 2DQ","England","2015-10-11","4","3007","British Chicken Medium","3.8","Satisfactory","1682","3.5","Standard","None Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1523960-02","2015-10-07","3.8","ASDA","","SO30 2DQ","England","2015-10-09","2","8005","British Chicken Extra Large","3.8","Satisfactory","1866","6.12","Standard","None Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1523960-02","2015-10-07","3.8","ASDA","","SO30 2DQ","England","2015-10-09","2","8005","British Chicken Extra Large","3.8","Satisfactory","1866","6.12","Standard","None Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","18450","CFU/g","C. coli"
"PO","PO1523960-03","2015-10-07","3.8","ASDA","","SO30 2DQ","England","2015-10-10","3","3007","British Chicken","3.8","Satisfactory","1266","3.14","Standard","None Stated","","NOT Modified Atmosphere","Other","No","20","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1523960-03","2015-10-07","3.8","ASDA","","SO30 2DQ","England","2015-10-10","3","3007","British Chicken","3.8","Satisfactory","1266","3.14","Standard","None Stated","","NOT Modified Atmosphere","Other","No","20","Campylobacter spp  - enumeration cfu/g","950","CFU/g","C. coli"
"PO","PO1523960-04","2015-10-07","3.8","ASDA","","SO30 2DQ","England","2015-10-08","1","3007","British Chicken","3.8","Satisfactory","1704","4.23","Standard","None Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1523960-04","2015-10-07","3.8","ASDA","","SO30 2DQ","England","2015-10-08","1","3007","British Chicken","3.8","Satisfactory","1704","4.23","Standard","None Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","420","CFU/g","C. jejuni"
"PO","PO1524271-01","2015-10-15","4.2","Co-op","","SO40 9DQ","England","2015-10-17","2","5011","Loved by us British Chicken","3.8","Satisfactory","1600","5","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","130","CFU/g","C. jejuni"
"PO","PO1524271-01","2015-10-15","4.2","Co-op","","SO40 9DQ","England","2015-10-17","2","5011","Loved by us British Chicken","3.8","Satisfactory","1600","5","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1524271-02","2015-10-15","4.2","Morrisons","","SO40 8AD","England","2015-10-16","1","4014","Market Deals Whole Chicken","3.5","Satisfactory","1400","4","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1524271-02","2015-10-15","4.2","Morrisons","","SO40 8AD","England","2015-10-16","1","4014","Market Deals Whole Chicken","3.5","Satisfactory","1400","4","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","20","CFU/g","C. jejuni"
"PO","PO1524271-03","2015-10-15","4.2","Morrisons","","SO40 8AD","England","2015-10-15","0","4014","British Medium Chicken","3.5","Satisfactory","1486","3.5","Standard","None Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1524271-03","2015-10-15","4.2","Morrisons","","SO40 8AD","England","2015-10-15","0","4014","British Medium Chicken","3.5","Satisfactory","1486","3.5","Standard","None Stated","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1524271-04","2015-10-15","4.2","Morrisons","","SO40 8AD","England","2015-10-18","3","2037","British Medium Chicken","3.5","Satisfactory","1436","3.5","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1524271-04","2015-10-15","4.2","Morrisons","","SO40 8AD","England","2015-10-18","3","2037","British Medium Chicken","3.5","Satisfactory","1436","3.5","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1524271-05","2015-10-15","4.2","Morrisons","","SO40 8AD","England","2015-10-16","1","4014","British Large Chicken","3.5","Satisfactory","1640","4","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1524271-05","2015-10-15","4.2","Morrisons","","SO40 8AD","England","2015-10-16","1","4014","British Large Chicken","3.5","Satisfactory","1640","4","Standard","None Stated","","NOT Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","40","CFU/g","C. jejuni"
"PO","PO1524271-06","2015-10-15","4.2","Morrisons","","SO40 8AD","England","2015-10-17","2","5011","Signiture Corn Fed Free Range British Chicken","3.5","Satisfactory","1174","6.36","Free range","Corn Fed","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1524271-06","2015-10-15","4.2","Morrisons","","SO40 8AD","England","2015-10-17","2","5011","Signiture Corn Fed Free Range British Chicken","3.5","Satisfactory","1174","6.36","Free range","Corn Fed","","NOT Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","240","CFU/g","C. jejuni"
"PO","PO1524351-01","2015-10-12","5.6","Sainsbury's","","NP20 5NJ","Wales  ","2015-10-15","3","8005","British Small Whole Chicken","2.1","Satisfactory","1350","3.5","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1524351-01","2015-10-12","5.6","Sainsbury's","","NP20 5NJ","Wales  ","2015-10-15","3","8005","British Small Whole Chicken","2.1","Satisfactory","1350","3.5","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1524351-02","2015-10-12","5.6","Sainsbury's","","NP20 5NJ","Wales  ","2015-10-19","7","8005","British Small Whole Chicken","2.1","Satisfactory","1350","3.5","Standard","None Stated","","Modified Atmosphere","Other","No","24","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1524351-02","2015-10-12","5.6","Sainsbury's","","NP20 5NJ","Wales  ","2015-10-19","7","8005","British Small Whole Chicken","2.1","Satisfactory","1350","3.5","Standard","None Stated","","Modified Atmosphere","Other","No","24","Campylobacter spp  - enumeration cfu/g","210","CFU/g","C. jejuni"
"PO","PO1524351-03","2015-10-12","5.6","Morrisons","","NP19 0RA","Wales  ","2015-10-16","4","4014","British Medium Chicken","3.2","Satisfactory","1437","3.5","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1524351-03","2015-10-12","5.6","Morrisons","","NP19 0RA","Wales  ","2015-10-16","4","4014","British Medium Chicken","3.2","Satisfactory","1437","3.5","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","270","CFU/g","C. jejuni"
"PO","PO1524351-04","2015-10-12","5.6","Morrisons","","NP19 0RA","Wales  ","2015-10-17","5","4014","Market Deals Whole Chicken","3.2","Satisfactory","1400","4","Standard","None Stated","","Modified Atmosphere","Other","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1524351-04","2015-10-12","5.6","Morrisons","","NP19 0RA","Wales  ","2015-10-17","5","4014","Market Deals Whole Chicken","3.2","Satisfactory","1400","4","Standard","None Stated","","Modified Atmosphere","Other","No","25","Campylobacter spp  - enumeration cfu/g","120","CFU/g","C. jejuni"
"PO","PO1524355-01","2015-10-12","6.1","ALDI","","NP19 0TX","Wales  ","2015-10-15","3","8005","Free Range Whole Chicken","2.9","Satisfactory","1500","4.99","Free range","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1524355-01","2015-10-12","6.1","ALDI","","NP19 0TX","Wales  ","2015-10-15","3","8005","Free Range Whole Chicken","2.9","Satisfactory","1500","4.99","Free range","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1524355-02","2015-10-12","6.1","Other","Iceland, Newport Retail Park, Spytty Road, Seven Stiles Avenue, Newport","NP19 4QQ","Wales  ","2015-10-18","6","5007","British Whole Medium Chicken","3.6","Satisfactory","1436","4","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1524355-02","2015-10-12","6.1","Other","Iceland, Newport Retail Park, Spytty Road, Seven Stiles Avenue, Newport","NP19 4QQ","Wales  ","2015-10-18","6","5007","British Whole Medium Chicken","3.6","Satisfactory","1436","4","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1524355-03","2015-10-12","6.1","Other","Iceland, Newport Retail Park, Spytty Road, Seven Stiles Avenue, Newport","NP19 4QQ","Wales  ","2015-10-18","6","5007","British Whole Small Chicken","3.6","Satisfactory","1223","4","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1524355-03","2015-10-12","6.1","Other","Iceland, Newport Retail Park, Spytty Road, Seven Stiles Avenue, Newport","NP19 4QQ","Wales  ","2015-10-18","6","5007","British Whole Small Chicken","3.6","Satisfactory","1223","4","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1524362-01","2015-10-12","4.2","ALDI","","NP19 0TX","Wales  ","2015-10-18","6","5011","Ashfield Farm British Medium Chicken","2.9","Satisfactory","1650","3.59","Standard","None Stated","","Modified Atmosphere","Roast in bag","Yes","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1524362-01","2015-10-12","4.2","ALDI","","NP19 0TX","Wales  ","2015-10-18","6","5011","Ashfield Farm British Medium Chicken","2.9","Satisfactory","1650","3.59","Standard","None Stated","","Modified Atmosphere","Roast in bag","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1524362-02","2015-10-12","4.2","ALDI","","NP19 0TX","Wales  ","2015-10-17","5","5011","Ashfield Farm Small Whole Chicken","2.9","Satisfactory","1250","2.75","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1524362-02","2015-10-12","4.2","ALDI","","NP19 0TX","Wales  ","2015-10-17","5","5011","Ashfield Farm Small Whole Chicken","2.9","Satisfactory","1250","2.75","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","10","CFU/g","C. jejuni"
"PO","PO1524362-03","2015-10-12","4.2","ALDI","","NP19 0TX","Wales  ","2015-10-18","6","8005","Ashfield Farm Large Whole Chicken","2.9","Satisfactory","2104","4.49","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1524362-03","2015-10-12","4.2","ALDI","","NP19 0TX","Wales  ","2015-10-18","6","8005","Ashfield Farm Large Whole Chicken","2.9","Satisfactory","2104","4.49","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","1273","CFU/g","C. jejuni"
"PO","PO1524362-04","2015-10-12","4.2","ALDI","","NP19 0TX","Wales  ","2015-10-17","5","5011","Ashfield Farm Medium Whole Chicken","2.9","Satisfactory","1650","3.59","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1524362-04","2015-10-12","4.2","ALDI","","NP19 0TX","Wales  ","2015-10-17","5","5011","Ashfield Farm Medium Whole Chicken","2.9","Satisfactory","1650","3.59","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1524363-01","2015-10-12","7.8","M&S","","NP19 4QQ","Wales  ","2015-10-16","4","5011","British Oakham Chicken Medium","3.9","Satisfactory","1500","5","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","66","CFU/g","C. jejuni"
"PO","PO1524363-01","2015-10-12","7.8","M&S","","NP19 4QQ","Wales  ","2015-10-16","4","5011","British Oakham Chicken Medium","3.9","Satisfactory","1500","5","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1524363-02","2015-10-12","7.8","M&S","","NP19 4QQ","Wales  ","2015-10-17","5","5011","British Oakham Chicken Small","3.9","Satisfactory","1100","4","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1524363-02","2015-10-12","7.8","M&S","","NP19 4QQ","Wales  ","2015-10-17","5","5011","British Oakham Chicken Small","3.9","Satisfactory","1100","4","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","1100","CFU/g","C. jejuni"
"PO","PO1524363-03","2015-10-12","7.8","Co-op","","NP10 9AE","Wales  ","2015-10-17","5","5011","Loved By Us British Chicken","3.3","Satisfactory","1448","5","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1524363-03","2015-10-12","7.8","Co-op","","NP10 9AE","Wales  ","2015-10-17","5","5011","Loved By Us British Chicken","3.3","Satisfactory","1448","5","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","50","CFU/g","C. coli"
"PO","PO1524363-04","2015-10-12","7.8","Co-op","","NP10 9AE","Wales  ","2015-10-15","3","5011","Loved By Us British Chicken","3.3","Satisfactory","1458","5","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1524363-04","2015-10-12","7.8","Co-op","","NP10 9AE","Wales  ","2015-10-15","3","5011","Loved By Us British Chicken","3.3","Satisfactory","1458","5","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1525323-01","2015-10-21","4.2","Co-op","","SO16 0XH","England","2015-10-26","5","5011","British Whole Chicken","3.9","Satisfactory","1578","5","Standard","None Stated","","Modified Atmosphere","Roast in bag","Yes","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1525323-01","2015-10-21","4.2","Co-op","","SO16 0XH","England","2015-10-26","5","5011","British Whole Chicken","3.9","Satisfactory","1578","5","Standard","None Stated","","Modified Atmosphere","Roast in bag","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525324-01","2015-10-21","2.9","M&S","","SO30 2LH","England","2015-10-21","0","8005","British Oakham Chicken Extra Large","3.2","Satisfactory","2590","6.4","Standard","None Stated","","Modified Atmosphere","","Yes","25","Campylobacter spp  - enumeration cfu/g","20","CFU/g","C. coli"
"PO","PO1525324-01","2015-10-21","2.9","M&S","","SO30 2LH","England","2015-10-21","0","8005","British Oakham Chicken Extra Large","3.2","Satisfactory","2590","6.4","Standard","None Stated","","Modified Atmosphere","","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525324-02","2015-10-21","2.9","M&S","","SO30 2LH","England","2015-10-21","0","5011","British Oakham Chicken Small","3.2","Satisfactory","1100","2.8","Standard","None Stated","","Modified Atmosphere","","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525324-02","2015-10-21","2.9","M&S","","SO30 2LH","England","2015-10-21","0","5011","British Oakham Chicken Small","3.2","Satisfactory","1100","2.8","Standard","None Stated","","Modified Atmosphere","","Yes","25","Campylobacter spp  - enumeration cfu/g","48","CFU/g","C. jejuni"
"PO","PO1525324-03","2015-10-21","2.9","M&S","","SO30 2LH","England","2015-10-24","3","9509","British Chicken","3.2","Satisfactory","1540","3.88","Standard","None Stated","","Modified Atmosphere","","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525324-03","2015-10-21","2.9","M&S","","SO30 2LH","England","2015-10-24","3","9509","British Chicken","3.2","Satisfactory","1540","3.88","Standard","None Stated","","Modified Atmosphere","","Yes","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1525324-04","2015-10-21","2.9","M&S","","SO30 2LH","England","2015-10-23","2","5011","British Oakham Chicken Medium","3.2","Satisfactory","1500","5","Standard","None Stated","","Modified Atmosphere","","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525324-04","2015-10-21","2.9","M&S","","SO30 2LH","England","2015-10-23","2","5011","British Oakham Chicken Medium","3.2","Satisfactory","1500","5","Standard","None Stated","","Modified Atmosphere","","Yes","25","Campylobacter spp  - enumeration cfu/g","280","CFU/g","C. jejuni"
"PO","PO1525395-01","2015-10-22","4.8","Waitrose","","SN1 7BX","England","2015-10-23","1","9502","British Chicken Medium Without Giblets","3.7","Satisfactory","1740","4.28","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1525395-01","2015-10-22","4.8","Waitrose","","SN1 7BX","England","2015-10-23","1","9502","British Chicken Medium Without Giblets","3.7","Satisfactory","1740","4.28","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525395-02","2015-10-22","4.8","Waitrose","","SN1 7BX","England","2015-10-27","5","9502","British Chicken Medium Without Giblets","3.7","Satisfactory","1716","5.63","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525395-02","2015-10-22","4.8","Waitrose","","SN1 7BX","England","2015-10-27","5","9502","British Chicken Medium Without Giblets","3.7","Satisfactory","1716","5.63","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1525395-03","2015-10-22","4.8","Waitrose","","SN1 7BX","England","2015-10-24","2","9502","British Chicken Large Without Giblets","3.7","Satisfactory","2072","6.73","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525395-03","2015-10-22","4.8","Waitrose","","SN1 7BX","England","2015-10-24","2","9502","British Chicken Large Without Giblets","3.7","Satisfactory","2072","6.73","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1525395-04","2015-10-22","4.8","Waitrose","","SN1 7BX","England","2015-10-26","4","9502","British Chicken Large Without Giblets","3.7","Satisfactory","2142","6.96","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525395-04","2015-10-22","4.8","Waitrose","","SN1 7BX","England","2015-10-26","4","9502","British Chicken Large Without Giblets","3.7","Satisfactory","2142","6.96","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","20","CFU/g","C. jejuni"
"PO","PO1525395-05","2015-10-22","4.8","Waitrose","","SN1 7BX","England","2015-10-23","1","9502","British Chicken Large Without Giblets","3.7","Satisfactory","2208","7.18","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525395-05","2015-10-22","4.8","Waitrose","","SN1 7BX","England","2015-10-23","1","9502","British Chicken Large Without Giblets","3.7","Satisfactory","2208","7.18","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1525721-01","2015-10-26","2.8","Co-op","","NP26 4AA","Wales  ","2015-11-02","7","5011","Loved by us British whole chicken","4.8","Satisfactory","1536","5","Standard","None Stated","","Modified Atmosphere","Roast in bag","Yes","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1525721-01","2015-10-26","2.8","Co-op","","NP26 4AA","Wales  ","2015-11-02","7","5011","Loved by us British whole chicken","4.8","Satisfactory","1536","5","Standard","None Stated","","Modified Atmosphere","Roast in bag","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525721-02","2015-10-26","2.8","Butchers","Clarke's Butchers, 34-38 Newport Road, Caldcot","NP26 4BQ","Wales  ","2015-10-31","5","","Chicken","2.8","Satisfactory","1500","6.8","Standard","None Stated","","NOT Modified Atmosphere","Other","","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525721-02","2015-10-26","2.8","Butchers","Clarke's Butchers, 34-38 Newport Road, Caldcot","NP26 4BQ","Wales  ","2015-10-31","5","","Chicken","2.8","Satisfactory","1500","6.8","Standard","None Stated","","NOT Modified Atmosphere","Other","","25","Campylobacter spp  - enumeration cfu/g","150","CFU/g","C. jejuni"
"PO","PO1525721-03","2015-10-26","2.8","Waitrose","","NP26 4UX","Wales  ","2015-10-31","5","9502","Succulent Free Range Chicken (Without Giblets)","2.4","Satisfactory","1498","8.97","Free range","None Stated","","Modified Atmosphere","Other","Yes","15","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525721-03","2015-10-26","2.8","Waitrose","","NP26 4UX","Wales  ","2015-10-31","5","9502","Succulent Free Range Chicken (Without Giblets)","2.4","Satisfactory","1498","8.97","Free range","None Stated","","Modified Atmosphere","Other","Yes","15","Campylobacter spp  - enumeration cfu/g","226","CFU/g","C. coli"
"PO","PO1525721-04","2015-10-26","2.8","Waitrose","","NP26 4UX","Wales  ","2015-10-30","4","9502","British chicken medium without giblets","2.4","Satisfactory","1616","5.3","Standard","None Stated","","Modified Atmosphere","Roast in bag","Yes","23","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525721-04","2015-10-26","2.8","Waitrose","","NP26 4UX","Wales  ","2015-10-30","4","9502","British chicken medium without giblets","2.4","Satisfactory","1616","5.3","Standard","None Stated","","Modified Atmosphere","Roast in bag","Yes","23","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1525725-01","2015-10-26","3.2","ASDA","","NP26 5DB","Wales  ","2015-10-30","4","3007","Butcher's Selection British Chicken","3.6","Satisfactory","1186","2.94","Standard","None Stated","","Modified Atmosphere","Other","Yes","20","Campylobacter spp  - enumeration cfu/g","73","CFU/g","C. jejuni"
"PO","PO1525725-01","2015-10-26","3.2","ASDA","","NP26 5DB","Wales  ","2015-10-30","4","3007","Butcher's Selection British Chicken","3.6","Satisfactory","1186","2.94","Standard","None Stated","","Modified Atmosphere","Other","Yes","20","Campylobacter spp -  enumeration per Swab","20","CFU Swab","C. jejuni"
"PO","PO1525725-02","2015-10-26","3.2","ASDA","","NP26 5DB","Wales  ","2015-10-31","5","8005","Butcher's Selection British Chicken Medium","3.6","Satisfactory","1466","3.5","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525725-02","2015-10-26","3.2","ASDA","","NP26 5DB","Wales  ","2015-10-31","5","8005","Butcher's Selection British Chicken Medium","3.6","Satisfactory","1466","3.5","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","9409","CFU/g","C. jejuni"
"PO","PO1525725-03","2015-10-26","3.2","ASDA","","NP26 5DB","Wales  ","2015-10-31","5","3007","Butcher's Selection British Chicken Large","3.6","Satisfactory","1742","4.5","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525725-03","2015-10-26","3.2","ASDA","","NP26 5DB","Wales  ","2015-10-31","5","3007","Butcher's Selection British Chicken Large","3.6","Satisfactory","1742","4.5","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","100","CFU/g","C. jejuni"
"PO","PO1525726-01","2015-10-26","4.2","Lidl","","NP16 5JW","Wales  ","2015-10-30","4","3007","Birchwood farm roast in bag medium whole British chicken","4.5","Satisfactory","1455","3.17","Standard","None Stated","","Modified Atmosphere","Roast in bag","Yes","17","Campylobacter spp  - enumeration cfu/g","110","CFU/g","C. jejuni"
"PO","PO1525726-01","2015-10-26","4.2","Lidl","","NP16 5JW","Wales  ","2015-10-30","4","3007","Birchwood farm roast in bag medium whole British chicken","4.5","Satisfactory","1455","3.17","Standard","None Stated","","Modified Atmosphere","Roast in bag","Yes","17","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525726-02","2015-10-26","4.2","Lidl","","NP16 5JW","Wales  ","2015-10-29","3","3007","Birchwood farm British chicken medium","4.5","Satisfactory","1355","2.95","Standard","None Stated","","Modified Atmosphere","Other","Yes","22","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"PO","PO1525726-02","2015-10-26","4.2","Lidl","","NP16 5JW","Wales  ","2015-10-29","3","3007","Birchwood farm British chicken medium","4.5","Satisfactory","1355","2.95","Standard","None Stated","","Modified Atmosphere","Other","Yes","22","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"PO","PO1525726-03","2015-10-26","4.2","Lidl","","NP16 5JW","Wales  ","2015-10-28","2","3007","Birchwood farm British chicken large","4.5","Satisfactory","1934","4.16","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","30","CFU Swab","C. jejuni"
"PO","PO1525726-03","2015-10-26","4.2","Lidl","","NP16 5JW","Wales  ","2015-10-28","2","3007","Birchwood farm British chicken large","4.5","Satisfactory","1934","4.16","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","160","CFU/g","C. jejuni"
"PO","PO1525726-04","2015-10-26","4.2","Lidl","","NP16 5JW","Wales  ","2015-10-31","5","3007","Birchwood farm British chicken large","4.5","Satisfactory","1837","3.95","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","10","CFU Swab","C. jejuni"
"PO","PO1525726-04","2015-10-26","4.2","Lidl","","NP16 5JW","Wales  ","2015-10-31","5","3007","Birchwood farm British chicken large","4.5","Satisfactory","1837","3.95","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp  - enumeration cfu/g","693","CFU/g","C. jejuni"
"PO","PO1525726-05","2015-10-26","4.2","Lidl","","NP16 5JW","Wales  ","2015-10-30","4","3007","Birchwood farm British chicken large","4.5","Satisfactory","1864","4.01","Standard","None Stated","","Modified Atmosphere","Other","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
