"Lab","SampleNumber","DateExamined","BoxTempNoOnReceipt","Retailer","OtherPremisesDetails","PostCode","Country","UseByDate","RemainingShelflifeDays","ProcessorApprovalNumber","SampleDetails","TemperatureAtCollection","SampleReceipt","ProductWeightGrams","CostOfChicken","TypeOfChicken","TypeOfChickenExtraDetails","TypeOfChickenExtraDetails2","PackagingAtmosphere","RoastInBag","LiquidInPack","NeckSkinWeightGrams","Test","Result","Units","SpeciesDetected"
"NI","CE010","2015-07-22","7","Morrisons","","BS10 7SR","England","2015-07-26","4","4014","British Whole Chicken","5.2","Satisfactory","1400","4","Standard","None Stated","","NOT Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"NI","CE011","2015-07-29","4","Co-Op","","BS49 4EG","England","2015-08-02","4","5011","British Medium Whole Chicken","7.3","Satisfactory","1612","5","Standard","None Stated","","NOT Modified Atmosphere","Roast in bag","No","8","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"NI","CE011","2015-07-29","4","Co-Op","","BS49 4EG","England","2015-08-02","4","5011","British Medium Whole Chicken","7.3","Satisfactory","1612","5","Standard","None Stated","","NOT Modified Atmosphere","Roast in bag","No","8","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"NI","CE012","2015-07-29","4","Asda","","BS3 4JY","England","2015-08-01","3","3007","Extra Large Chicken","5.6","Satisfactory","1870","4.68","Standard","None Stated","","NOT Modified Atmosphere","Not Roast in bag","No","11","Campylobacter spp  - enumeration cfu/g","7800","CFU/g","C. jejuni"
"NI","CE012","2015-07-29","4","Asda","","BS3 4JY","England","2015-08-01","3","3007","Extra Large Chicken","5.6","Satisfactory","1870","4.68","Standard","None Stated","","NOT Modified Atmosphere","Not Roast in bag","No","11","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"NI","CE013","2015-07-29","4","Asda","","BS3 4JY","England","2015-07-30","1","5450","Corn fed British Whole Chicken","5.2","Satisfactory","1575","6.3","Free Range","Corn fed","","NOT Modified Atmosphere","Not Roast in bag","No","1","Campylobacter spp  - enumeration cfu/g","30","CFU/g","C. jejuni"
"NI","CE013","2015-07-29","4","Asda","","BS3 4JY","England","2015-07-30","1","5450","Corn fed British Whole Chicken","5.2","Satisfactory","1575","6.3","Free Range","Corn fed","","NOT Modified Atmosphere","Not Roast in bag","No","1","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"NI","CE014","2015-07-29","4","Other","Malik stores, 24 Stapleton Road, Bristol","BS5 0QX","England","2015-08-02","4","4562","Loose Chicken (Ali meats Birmingham)","4.2","Satisfactory","not provided","2","Free Range","Halal","","NOT Modified Atmosphere","Not Roast in bag","No","0","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"NI","CE014","2015-07-29","4","Other","Malik stores, 24 Stapleton Road, Bristol","BS5 0QX","England","2015-08-02","4","4562","Loose Chicken (Ali meats Birmingham)","4.2","Satisfactory","not provided","2","Free Range","Halal","","NOT Modified Atmosphere","Not Roast in bag","No","0","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"NI","CE015","2015-07-29","4","Other","Malik stores, 24 Stapleton Road, Bristol","BS5 0QX","England","2015-08-02","4","4562","Loose Chicken (Ali meats Birmingham)","4.6","Satisfactory","not provided","2","Standard","Halal","","NOT Modified Atmosphere","Not Roast in bag","No","0","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"NI","CE015","2015-07-29","4","Other","Malik stores, 24 Stapleton Road, Bristol","BS5 0QX","England","2015-08-02","4","4562","Loose Chicken (Ali meats Birmingham)","4.6","Satisfactory","not provided","2","Standard","Halal","","NOT Modified Atmosphere","Not Roast in bag","No","0","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"NI","CE016","2015-07-29","4","Butchers","114 Stapleton Road Bristol","BS5 0QX","England","2015-08-03","5","","Loose Chicken","6.2","Satisfactory","not provided","2.99","Standard","Other","Boiling Chicken","NOT Modified Atmosphere","Not Roast in bag","No","20","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"NI","CE016","2015-07-29","4","Butchers","114 Stapleton Road Bristol","BS5 0QX","England","2015-08-03","5","","Loose Chicken","6.2","Satisfactory","not provided","2.99","Standard","Other","Boiling Chicken","NOT Modified Atmosphere","Not Roast in bag","No","20","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"NI","CE017","2015-07-29","4","M&S","","BS34 5QT","England","2015-08-03","5","5011","British Oakham Small Chicken","4.1","Satisfactory","1100","4","Standard","None Stated","","NOT Modified Atmosphere","Roast in bag","No","6","Campylobacter spp  - enumeration cfu/g","740","CFU/g","C. jejuni"
"NI","CE017","2015-07-29","4","M&S","","BS34 5QT","England","2015-08-03","5","5011","British Oakham Small Chicken","4.1","Satisfactory","1100","4","Standard","None Stated","","NOT Modified Atmosphere","Roast in bag","No","6","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515638-01","2015-07-08","7.5","Tesco","","OX14 1TU","England","2015-07-14","6","5011","British Free Range Whole Chicken","6.4","Satisfactory","1400","5.95","Free range","None Stated","","Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp  - enumeration cfu/g","70","CFU/g","C. jejuni"
"LO","LO1515638-01","2015-07-08","7.5","Tesco","","OX14 1TU","England","2015-07-14","6","5011","British Free Range Whole Chicken","6.4","Satisfactory","1400","5.95","Free range","None Stated","","Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515640-01","2015-07-08","7.2","Waitrose","","NN13 6BE","England","2015-07-11","3","9502","Essential Waitrose British Chicken","6.4","Satisfactory","1776","5.83","Standard","None Stated","","Modified Atmosphere","Not Roast in bag","Yes","20","Campylobacter spp  - enumeration cfu/g","850","CFU/g","C. jejuni"
"LO","LO1515640-01","2015-07-08","7.2","Waitrose","","NN13 6BE","England","2015-07-11","3","9502","Essential Waitrose British Chicken","6.4","Satisfactory","1776","5.83","Standard","None Stated","","Modified Atmosphere","Not Roast in bag","Yes","20","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515640-02","2015-07-08","7.2","Butchers","Brackley Butchers, 22 Market Street","NN13 7DP","England","2015-07-13","5","","Whole Chicken (British)","6.7","Satisfactory","1812","7.05","Standard","None Stated","","NOT Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp  - enumeration cfu/g","11900","CFU/g","Campylobacter spp."
"LO","LO1515640-02","2015-07-08","7.2","Butchers","Brackley Butchers, 22 Market Street","NN13 7DP","England","2015-07-13","5","","Whole Chicken (British)","6.7","Satisfactory","1812","7.05","Standard","None Stated","","NOT Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515640-03","2015-07-08","7.2","Other","Budgens, A38 Langford Bypass","BS40 5JG","England","2015-07-11","3","8005","British Whole Chicken ","5.2","Satisfactory","1422","5.29","Standard","None Stated","","Modified Atmosphere","Not Roast in bag","No","23","Campylobacter spp  - enumeration cfu/g","80","CFU/g","C. jejuni"
"LO","LO1515640-03","2015-07-08","7.2","Other","Budgens, A38 Langford Bypass","BS40 5JG","England","2015-07-11","3","8005","British Whole Chicken ","5.2","Satisfactory","1422","5.29","Standard","None Stated","","Modified Atmosphere","Not Roast in bag","No","23","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515640-04","2015-07-08","7.2","Co-op","","NN13 7BW","England","2015-07-10","2","5008","British Chicken","4.6","Satisfactory","1788","5","Standard","None Stated","","Modified Atmosphere","Roast in bag","No","25","Campylobacter spp  - enumeration cfu/g","250","CFU/g","C. jejuni"
"LO","LO1515640-04","2015-07-08","7.2","Co-op","","NN13 7BW","England","2015-07-10","2","5008","British Chicken","4.6","Satisfactory","1788","5","Standard","None Stated","","Modified Atmosphere","Roast in bag","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515640-05","2015-07-08","7.2","Tesco","","OX14 1TU","England","2015-07-15","7","3011","British Small Whole Chicken ","6.8","Satisfactory","1052","3","Standard","None Stated","","Modified Atmosphere","Not Roast in bag","No","24","Campylobacter spp  - enumeration cfu/g","30","CFU/g","C. jejuni"
"LO","LO1515640-05","2015-07-08","7.2","Tesco","","OX14 1TU","England","2015-07-15","7","3011","British Small Whole Chicken ","6.8","Satisfactory","1052","3","Standard","None Stated","","Modified Atmosphere","Not Roast in bag","No","24","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515640-06","2015-07-08","7.2","Tesco","","NN13 7EF","England","2015-07-12","4","2037","Everyday Value Fresh Class A British Chicken","6.4","Satisfactory","1680","4.17","Standard","None Stated","","Modified Atmosphere","Not Roast in bag","Yes","25","Campylobacter spp  - enumeration cfu/g","8850","CFU/g","Campylobacter spp."
"LO","LO1515640-06","2015-07-08","7.2","Tesco","","NN13 7EF","England","2015-07-12","4","2037","Everyday Value Fresh Class A British Chicken","6.4","Satisfactory","1680","4.17","Standard","None Stated","","Modified Atmosphere","Not Roast in bag","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515640-07","2015-07-08","7.2","Tesco","","NN13 7EF","England","2015-07-14","6","5011","Finest British Free Range Chicken","6.8","Satisfactory","1576","7.09","Free range","Corn Fed","","Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"LO","LO1515640-07","2015-07-08","7.2","Tesco","","NN13 7EF","England","2015-07-14","6","5011","Finest British Free Range Chicken","6.8","Satisfactory","1576","7.09","Free range","Corn Fed","","Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515640-08","2015-07-08","7.2","Waitrose","","NN13 6BE","England","2015-07-14","6","4568","Wiltshire Free Range Chicken","7.8","Satisfactory","2154","12.9","Free range","None Stated","","NOT Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp  - enumeration cfu/g","760","CFU/g","C. jejuni"
"LO","LO1515640-08","2015-07-08","7.2","Waitrose","","NN13 6BE","England","2015-07-14","6","4568","Wiltshire Free Range Chicken","7.8","Satisfactory","2154","12.9","Free range","None Stated","","NOT Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515640-09","2015-07-08","7.2","Waitrose","","NN13 6BE","England","2015-07-12","4","9502","Golden Corn Fed Free Range Chicken","7.2","Satisfactory","1435","8.02","Free range","Corn Fed","","Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp  - enumeration cfu/g","20","CFU/g","C. jejuni"
"LO","LO1515640-09","2015-07-08","7.2","Waitrose","","NN13 6BE","England","2015-07-12","4","9502","Golden Corn Fed Free Range Chicken","7.2","Satisfactory","1435","8.02","Free range","Corn Fed","","Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515640-10","2015-07-08","7.2","Tesco","","NN13 7EF","England","2015-07-13","5","2037","British Medium Whole Chicken","7","Satisfactory","1388","4","Standard","None Stated","","Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp  - enumeration cfu/g","170","CFU/g","C. jejuni"
"LO","LO1515640-10","2015-07-08","7.2","Tesco","","NN13 7EF","England","2015-07-13","5","2037","British Medium Whole Chicken","7","Satisfactory","1388","4","Standard","None Stated","","Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515640-11","2015-07-08","7.2","Tesco","","NN13 7EF","England","2015-07-16","8","5011","British Free Range Whole Chicken ","6.5","Satisfactory","2270","9.65","Free range","None Stated","","Modified Atmosphere","Not Roast in bag","Yes","25","Campylobacter spp  - enumeration cfu/g","47","CFU/g","C. jejuni"
"LO","LO1515640-11","2015-07-08","7.2","Tesco","","NN13 7EF","England","2015-07-16","8","5011","British Free Range Whole Chicken ","6.5","Satisfactory","2270","9.65","Free range","None Stated","","Modified Atmosphere","Not Roast in bag","Yes","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515815-01","2015-07-13","5.7","Lidl","","GL52 8NF","England","2015-07-15","2","3007","British Chicken Medium","4.6","Satisfactory","1454","3.17","Standard","None Stated","","NOT Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp  - enumeration cfu/g","220","CFU/g","C. coli"
"LO","LO1515815-01","2015-07-13","5.7","Lidl","","GL52 8NF","England","2015-07-15","2","3007","British Chicken Medium","4.6","Satisfactory","1454","3.17","Standard","None Stated","","NOT Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515815-02","2015-07-13","5.7","Tesco","","GL52 8LR","England","2015-07-17","4","8005","British Small Whole Chicken","6.4","Satisfactory","1118","3","Standard","None Stated","","Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp  - enumeration cfu/g","70","CFU/g","C. jejuni"
"LO","LO1515815-02","2015-07-13","5.7","Tesco","","GL52 8LR","England","2015-07-17","4","8005","British Small Whole Chicken","6.4","Satisfactory","1118","3","Standard","None Stated","","Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515815-03","2015-07-13","5.7","Tesco","","GL52 8LR","England","2015-07-18","5","8005","British Large Whole Chicken","6.4","Satisfactory","1730","4.5","Standard","None Stated","","Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp  - enumeration cfu/g","260","CFU/g","Campylobacter spp. BUT NOT C. jejuni or C. coli"
"LO","LO1515815-03","2015-07-13","5.7","Tesco","","GL52 8LR","England","2015-07-18","5","8005","British Large Whole Chicken","6.4","Satisfactory","1730","4.5","Standard","None Stated","","Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515815-04","2015-07-13","5.7","Other","Whole Foods, Gallagher Retail Park, Cheltenham, Gloucestershire ","GL51 9RR","England","2015-07-14","1","5450","Free Range Whole Chicken","4.8","Satisfactory","1500","5.99","Free range","Corn Fed","Looks Yellow (corn fed)","NOT Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp  - enumeration cfu/g","367","CFU/g","C. jejuni"
"LO","LO1515815-04","2015-07-13","5.7","Other","Whole Foods, Gallagher Retail Park, Cheltenham, Gloucestershire ","GL51 9RR","England","2015-07-14","1","5450","Free Range Whole Chicken","4.8","Satisfactory","1500","5.99","Free range","Corn Fed","Looks Yellow (corn fed)","NOT Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515815-05","2015-07-13","5.7","Other","Whole Foods, Gallagher Retail Park, Cheltenham, Gloucestershire ","GL51 9RR","England","2015-07-17","4","7161","Organic Free Range Chicken","6.2","Satisfactory","1595","11.95","Organic","None Stated","","Not Stated","Not Roast in bag","No","25","Campylobacter spp  - enumeration cfu/g","90","CFU/g","C. jejuni"
"LO","LO1515815-05","2015-07-13","5.7","Other","Whole Foods, Gallagher Retail Park, Cheltenham, Gloucestershire ","GL51 9RR","England","2015-07-17","4","7161","Organic Free Range Chicken","6.2","Satisfactory","1595","11.95","Organic","None Stated","","Not Stated","Not Roast in bag","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515815-06","2015-07-13","5.7","Sainsbury's","","GL51 9RR","England","2015-07-16","3","8005","British Corn Fed Whole Chicken","6.5","Satisfactory","1238","5.45","Standard","Corn Fed","","NOT Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp  - enumeration cfu/g","170","CFU/g","Campylobacter spp. BUT NOT C. jejuni or C. coli"
"LO","LO1515815-06","2015-07-13","5.7","Sainsbury's","","GL51 9RR","England","2015-07-16","3","8005","British Corn Fed Whole Chicken","6.5","Satisfactory","1238","5.45","Standard","Corn Fed","","NOT Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515815-07","2015-07-13","5.7","Sainsbury's","","GL51 9RR","England","2015-07-18","5","5450","British Free Range Norfolk Black Corn Fed Chicken","6.6","Satisfactory","1615","7.67","Free range","Corn Fed","","Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp  - enumeration cfu/g","5950","CFU/g","C. jejuni"
"LO","LO1515815-07","2015-07-13","5.7","Sainsbury's","","GL51 9RR","England","2015-07-18","5","5450","British Free Range Norfolk Black Corn Fed Chicken","6.6","Satisfactory","1615","7.67","Free range","Corn Fed","","Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515815-08","2015-07-13","5.7","Sainsbury's","","GL51 9RR","England","2015-07-16","3","9502","British Small Whole Chicken","6.3","Satisfactory","1350","3.5","Standard","None Stated","","Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp  - enumeration cfu/g","<10","CFU/g",""
"LO","LO1515815-08","2015-07-13","5.7","Sainsbury's","","GL51 9RR","England","2015-07-16","3","9502","British Small Whole Chicken","6.3","Satisfactory","1350","3.5","Standard","None Stated","","Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515815-09","2015-07-13","5.7","M&S","","GL51 9PG","England","2015-07-17","4","5011","British Oakham Chicken Medium","7.8","Satisfactory","1500","5","Standard","None Stated","","Modified Atmosphere","Roast in bag","No","25","Campylobacter spp  - enumeration cfu/g","280","CFU/g","C. jejuni"
"LO","LO1515815-09","2015-07-13","5.7","M&S","","GL51 9PG","England","2015-07-17","4","5011","British Oakham Chicken Medium","7.8","Satisfactory","1500","5","Standard","None Stated","","Modified Atmosphere","Roast in bag","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515815-10","2015-07-13","5.7","M&S","","GL51 9PG","England","2015-07-17","4","7161","British Free Range Chicken","7.6","Satisfactory","1420","11.49","Free range","Other","""Cereal Fed""","NOT Modified Atmosphere","Roast in bag","No","25","Campylobacter spp  - enumeration cfu/g","80","CFU/g","C. jejuni"
"LO","LO1515815-10","2015-07-13","5.7","M&S","","GL51 9PG","England","2015-07-17","4","7161","British Free Range Chicken","7.6","Satisfactory","1420","11.49","Free range","Other","""Cereal Fed""","NOT Modified Atmosphere","Roast in bag","No","25","Campylobacter spp -  enumeration per Swab","<10","CFU Swab",""
"LO","LO1515815-11","2015-07-13","5.7","Tesco","","GL51 8JQ","England","2015-07-17","4","3011","British Medium Whole Chicken","7.2","Satisfactory","1485","4","Standard","Other","","Modified Atmosphere","Not Roast in bag","No","25","Campylobacter spp  - enumeration cfu/g","130","CFU/g","C. jejuni"
